"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"RoboCup: robot world cup","H. Kitano; M. Asada; I. Noda; H. Matsubara","Sony Computer Science Laboratories, Inc., Shinagawa, Tokyo, Japan; Department of Mechancical Engineering, Osaka University, Suita, Osaka, Japan; Electro Technical Laboratory, Tsukuba, Japan; Electro Technical Laboratory, Tsukuba, Japan",IEEE Robotics & Automation Magazine,"6 Aug 2002","1998","5","3","30","36","RoboCup is an attempt to foster intelligent robotics research by providing a standard problem where a wide range of technologies can be integrated and examined. The First Robot World Cup Soccer Games and Conferences (RoboCup-97) was held during IJCAI-97, Nagoya, with over 40 teams participating from throughout the world. RoboCup soccer is a task for a team of fast-moving robots in a dynamic, noisy environment. In order for a robot team to actually perform a soccer game, various technologies must be incorporated including: design principles of autonomous agents, multi-agent collaboration, strategy acquisition, real-time reasoning, robotics, and sensor-fusion. This article describes technical challenges involved in RoboCup, its official rules, a report of RoboCup-97, and future perspectives.","1558-223X","","10.1109/100.728221","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=728221","","Intelligent robots;Robot sensing systems;Intelligent agent;Intelligent sensors;Educational robots;Autonomous agents;Software standards;Educational programs;Benchmark testing;Software testing","","80","","7","IEEE","6 Aug 2002","Sept. 1998","","IEEE","IEEE Magazines"
"Mutation Testing via Iterative Large Language Model-Driven Scientific Debugging","P. Straubinger; M. Kreis; S. Lukasczyk; G. Fraser","University of Passau, Passau, Germany; University of Passau, Passau, Germany; JetBrains Research, Munich, Germany; University of Passau, Passau, Germany","2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","16 Apr 2025","2025","","","358","367","Large Language Models (LLMs) can generate plausible test code. Intuitively they generate this by imitating tests seen in their training data, rather than reasoning about execution semantics. However, such reasoning is important when applying mutation testing, where individual tests need to demonstrate differences in program behavior between a program and specific artificial defects (mutants). In this paper, we evaluate whether Scientific Debugging, which has been shown to help LLMs when debugging, can also help them to generate tests for mutants. In the resulting approach, LLMs form hypotheses about how to kill specific mutants, and then iteratively generate and refine tests until they succeed, all with detailed explanations for each step. We compare this method to three baselines: (1) directly asking the LLM to generate tests, (2) repeatedly querying the LLM when tests fail, and (3) search-based test generation with Pynguin. Our experiments evaluate these methods based on several factors, including mutation score, code coverage, success rate, and the ability to identify equivalent mutants. The results demonstrate that LLMs, although requiring higher computational cost, consistently outperform Pynguin in generating tests with better fault detection and coverage. Importantly, we observe that the iterative refinement of test cases is important for achieving high-quality test suites.","2159-4848","979-8-3315-3467-7","10.1109/ICSTW64639.2025.10962485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962485","Large Language Models;Test Generation;Mutation Testing;Scientific Debugging","Codes;Costs;Large language models;Fault detection;Computational modeling;Debugging;Software;Cognition;Test pattern generators;Iterative methods","","2","","47","IEEE","16 Apr 2025","31 March-4 April 2025","31 March-4 April 2025","IEEE","IEEE Conferences"
"The Impact of Prompt Programming on Function-Level Code Generation","R. Khojah; F. G. de Oliveira Neto; M. Mohamad; P. Leitner","Chalmers University of Technology and University of Gothenburg, Gothenburg, Sweden; Chalmers University of Technology and University of Gothenburg, Gothenburg, Sweden; Chalmers University of Technology and University of Gothenburg, Gothenburg, Sweden; Chalmers University of Technology and University of Gothenburg, Gothenburg, Sweden",IEEE Transactions on Software Engineering,"15 Aug 2025","2025","51","8","2381","2395","Large Language Models (LLMs) are increasingly used by software engineers for code generation. However, limitations of LLMs such as irrelevant or incorrect code have highlighted the need for prompt programming (or prompt engineering) where engineers apply specific prompt techniques (e.g., chain-of-thought or input-output examples) to improve the generated code. While some prompt techniques have been studied, the impact of different techniques — and their interactions — on code generation is still not fully understood. In this study, we introduce CodePromptEval, a dataset of 7072 prompts designed to evaluate five prompt techniques (few-shot, persona, chain-of-thought, function signature, list of packages) and their effect on the correctness, similarity, and quality of complete functions generated by three LLMs (GPT-4o, Llama3, and Mistral). Our findings show that while certain prompt techniques significantly influence the generated code, combining multiple techniques does not necessarily improve the outcome. Additionally, we observed a trade-off between correctness and quality when using prompt techniques. Our dataset and replication package enable future research on improving LLM-generated code and evaluating new prompt techniques.","1939-3520","","10.1109/TSE.2025.3587794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11077752","Large language models;prompt programming;code generation","Codes;Software;Programming;Few shot learning;Benchmark testing;Accuracy;Training;Software engineering;Prompt engineering;Encoding","","3","","53","CCBY","10 Jul 2025","Aug. 2025","","IEEE","IEEE Journals"
"SpecGen: Automated Generation of Formal Program Specifications via Large Language Models","L. Ma; S. Liu; Y. Li; X. Xie; L. Bu","State Key Laboratory for Novel Software Technology, Nanjing University, P.R. China; State Key Laboratory for Novel Software Technology, Nanjing University, P.R. China; Nanyang Technological University, Singapore; Singapore Management University, Singapore; State Key Laboratory for Novel Software Technology, Nanjing University, P.R. China",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","16","28","In the software development process, formal program specifications play a crucial role in various stages, including requirement analysis, software testing, and verification. However, manually crafting formal program specifications is rather difficult, making the job time-consuming and labor-intensive. Moreover, it is even more challenging to write specifications that correctly and comprehensively describe the semantics of complex programs. To reduce the burden on software developers, automated specification generation methods have emerged. However, existing methods usually rely on predefined templates or grammar, making them struggle to accurately describe the behavior and functionality of complex real-world programs. To tackle this challenge, we introduce SpecGen, a novel technique for formal program specification generation based on Large Language Models (LLMs). Our key insight is to overcome the limitations of existing methods by leveraging the code comprehension capability of LLMs. The process of SpecGen consists of two phases. The first phase employs a conversational approach that guides the LLM in generating appropriate specifications for a given program, aiming to utilize the ability of LLM to generate high-quality specifications. The second phase, designed for where the LLM fails to generate correct specifications, applies four mutation operators to the model-generated specifications and selects verifiable specifications from the mutated ones through a novel heuristic selection strategy by assigning different weights of variants in an efficient manner. We evaluate SpecGen on two datasets, including the SV-COMP Java category benchmark and a manually constructed dataset containing 120 programs. Experimental results demonstrate that SpecGen succeeds in generating verifiable specifications for 279 out of 385 programs, outperforming the existing LLM-based approaches and conventional specification generation tools like Houdini and Daikon. Further investigations on the quality of generated specifications indicate that SpecGen can comprehensively articulate the behaviors of the input program.","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00129","Nanjing University; National Natural Science Foundation of China(grant numbers:62232008,62172200); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029962","program verification;specification inference;large language model","Software testing;Java;Codes;Large language models;Semantics;Benchmark testing;Software;Grammar;Software engineering;Software development management","","14","","79","IEEE","23 Jun 2025","26 April-6 May 2025","26 April-6 May 2025","IEEE","IEEE Conferences"
"Generative AI Efficiency and Effectiveness in Software Project Documentation Review Process","K. A. Demir; T. N. V. Muppalla; B. Liu","Department of Computer Science, Texas A&M University - Corpus Christi, Corpus Christi, USA; Department of Computer Science, Texas A&M University - Corpus Christi, Corpus Christi, USA; Department of Computer Science, Texas A&M University - Corpus Christi, Corpus Christi, USA","2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)","24 Sep 2025","2025","","","1","7","In this research, we report the capabilities of Large Language Model (LLM)-based Generative Artificial Intelligence (GenAI) tools, such as ChatGPT and Gemini, in the software project documentation review process. In software projects, the document artifact review process is an essential part of the quality assurance process. This review process is a human effort-intensive process. Introducing automation in this process will help reduce human effort, speed up the development, and reduce the potential of errors in the documents. With its enhanced natural language processing capabilities, LLM-based GenAI tools provide significant potential in the above process. In this research, we investigate the efficiency and effectiveness of LLM-based GenAI tools (such as ChatGPT and Gemini) for software documentation review process. Our experimental design includes comparing the manual document review process with the automated document review process conducted by LLM-based GenAI tools. The research results indicate that utilizing LLM-based GenAI tools provides significant efficiency in the document review process. However, LLM-based GenAI tools can only reach half the effectiveness and review quality that can be achieved by a human. To the best of our knowledge, this study is one of the first studies investigating the effectiveness and efficiency of utilizing GenAI for the software documentation review process. This research provides significant insights into improving the software document artifact review process utilizing LLM-based GenAI techniques.","","979-8-3315-3562-9","10.1109/ACDSA65407.2025.11165833","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11165833","Generative AI;software documentation;document review;software engineering;software development;software process improvement","Quality assurance;Reviews;Generative AI;Large language models;Documentation;Manuals;Chatbots;Software;Software development management;Software engineering","","","","43","IEEE","24 Sep 2025","7-9 Aug. 2025","7-9 Aug. 2025","IEEE","IEEE Conferences"
"Model-Based Testing Computer Games: Does It Work?","I. S. W. B. Prasetya","Utrecht University, The Netherlands","2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","16 Apr 2025","2025","","","85","92","Model-based testing (MBT) allows a target software to be tested systematically and automatically by making use of a model of the software under test. It has been successfully applied in various domains. However its application for testing computer games has not been much studied. The highly dynamic nature of computer games makes it challenging for modeling. In this paper we propose a predicate-based modeling approach coupled with an on-line test generation approach. Both aspects ease the details that need to be incorporated in the model to facilitate effective test generation. Additionally we also leverage the use of intelligent agents, so that dealing with hazards and obstacles can optionally be delegated to such an agent, hence keeping the model clean from such aspects. A case study with a game called MiniDungeon is included to discuss the viability and benefit of the approach, e.g. in terms of code coverage and ability to cover deep states.","2159-4848","979-8-3315-3467-7","10.1109/ICSTW64639.2025.10962518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962518","model based testing computer games;MBT computer games;online model based testing;automated testing computer games","Software testing;Video games;Computational modeling;Conferences;Games;Software;Hazards;Test pattern generators;Intelligent agents;Testing","","1","","23","IEEE","16 Apr 2025","31 March-4 April 2025","31 March-4 April 2025","IEEE","IEEE Conferences"
"Optimized Mutation of Grey-box Fuzzing: A Deep RL-based Approach","J. Shao; Y. Zhou; G. Liu; D. Zheng","School of Cyber Science and Engineering, Southeast University, Nanjing, P. R. China; School of Cyber Science and Engineering, Southeast University, Nanjing, P. R. China; School of Mathematics, Southeast University, Nanjing, P. R. China; Advanced Research Institute of Multidisciplinary Science, Beijing Institute of Technology, Beijing, P. R. China",2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS),"7 Jul 2023","2023","","","1296","1300","As a vulnerability discovery technique, fuzzing has been widely used in the field of software test in the past years. Traditional fuzzing has several drawbacks, including poor efficiency, low code coverage, and a high dependence on expert experience. By introducing the deep reinforcement learning technique, one can train the mutator of the fuzzer to move in a desired direction, such as maximizing code coverage or finding more code paths. This paper proposes a reinforcement learning-based fuzzing method to enhance the code coverage and explore potential code vulnerabilities. First, the concept of the input field is introduced to the seed file, reducing invalid operations by marking whether each byte of the seed file is a valid byte. Then, we optimize mutation by modeling the grey-box fuzzing as a reinforcement learning problem and training mutator's behavior on test cases. By observing the rewards caused by mutating with a specific set of actions performed on an initial program input, the fuzzing agent learns a policy that can next generate new higher-reward inputs. Finally, experimental results show that the proposed deep reinforcement learning-based fuzzing method outperforms the baseline random fuzzing algorithms.","2767-9861","979-8-3503-2105-0","10.1109/DDCLS58216.2023.10166955","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10166955","Fuzzing;Reinforcement Learning;Seed Mutation;Software Testing","Deep learning;Training;Learning systems;Codes;Neural networks;Reinforcement learning;Fuzzing","","1","","15","IEEE","7 Jul 2023","12-14 May 2023","12-14 May 2023","IEEE","IEEE Conferences"
"Accessible Smart Contracts Verification: Synthesizing Formal Models with Tamed LLMs","J. Corazza; I. Gavran; G. Moreira; D. Neider","Research Center Trustworthy Data Science and Security, TU Dortmund University, Dortmund, Germany; Informal Systems, Vienna, Austria; Informal Systems, Joinville, Brazil; Research Center Trustworthy Data Science and Security, TU Dortmund University, Dortmund, Germany","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","20 May 2025","2025","","","542","552","When blockchain systems are said to be trustless, what this really means is that all the trust is put into software. Thus, there are strong incentives to ensure blockchain software is correct–vulnerabilities here cost millions and break businesses. One of the most powerful ways of establishing software correctness is by using formal methods. Approaches based on formal methods, however, induce a significant overhead in terms of time and expertise required to successfully employ them. Our work addresses this critical disadvantage by automating the creation of a formal model–a mathematical abstraction of the software system–which is often a core task when employing formal methods. We perform model synthesis in three phases: we first transpile the code into model stubs; then we “fill in the blanks” using a large language model (LLM); finally, we iteratively repair the generated model, on both syntactical and semantical level. In this way, we significantly reduce the amount of time necessary to create formal models and increase accessibility of valuable software verification methods that rely on them. The practical context of our work was reducing the time-to-value of using formal models for correctness audits of smart contracts.","2159-4848","979-8-3315-0814-2","10.1109/ICST62969.2025.10989026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10989026","Code Generation;Large Language Models;Formal Methods;Model Synthesis;Smart Contracts;Model-Based Techniques;Software Auditing","Codes;Large language models;Smart contracts;Syntactics;Maintenance engineering;Software;Mathematical models;User experience;Trustless services;Blockchains","","","","37","IEEE","20 May 2025","31 March-4 April 2025","31 March-4 April 2025","IEEE","IEEE Conferences"
"LLMMutation: Mutation Testing for Large Language Models","Z. Liu; X. Duan; Z. Cui; Z. Zeng","College of Computer Science, Beijing Information Science and Technology University, Beijing, China; College of Computer Science, Beijing Information Science and Technology University, Beijing, China; College of Computer Science, Beijing Information Science and Technology University, Beijing, China; College of Computer Science, Beijing Information Science and Technology University, Beijing, China",2025 IEEE 37th International Conference on Tools with Artificial Intelligence (ICTAI),"15 Dec 2025","2025","","","355","362","The performance of Large Language Models (LLMs) heavily depends on the quality of their training data, while their capabilities are primarily evaluated through taskspecific test datasets. This evaluation approach makes the quality of test datasets a critical factor in ensuring LLM reliability. Even high-accuracy LLMs may exhibit weak generalizability and insufficient robustness when they are evaluated using flawed test sets with insufficient sample sizes or limited diversity. In traditional software testing, mutation testing is a well-established technique for assessing test suite effectiveness by measuring the ability to detect artificially injected faults. However, fundamental differences exist between traditional software and Transformerbased LLMs, preventing the direct application of classical mutation testing techniques. To address this, we propose LLMMutation, a dedicated test dataset quality evaluation method for LLMs, which applies multi-level mutation operators to introduce perturbations into the model. Experimental results demonstrate that models perturbed by different mutation operators exhibit significant accuracy degradation, which validate LLMMutation's effectiveness in fault injection. In addition, different test datasets exhibit distinct mutation score distributions under LLMMutation perturbations, which is positively correlated with the quality of the datasets. This confirms that the mutation score can effectively distinguish the quality of datasets used for the same task.","2375-0197","979-8-3315-4919-0","10.1109/ICTAI66417.2025.00053","Beijing Information Science and Technology University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11272669","Natural Language Processing;Dataset Quality;Mutation Testing","Software testing;Perturbation methods;Large language models;Training data;Transformers;Software;Robustness;Natural language processing;Software reliability;Software measurement","","","","26","IEEE","15 Dec 2025","3-5 Nov. 2025","3-5 Nov. 2025","IEEE","IEEE Conferences"
"From LLMs to Randomness: Analyzing Program Input Efficacy With Resource and Language Metrics","G. Black; E. Yocam; V. Mathew Vaidyan; G. Comert; Y. Wang","Beacom College of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA; Beacom College of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA; Beacom College of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA; Department of Computer Science, College of Engineering, North Carolina Agricultural and Technical State University, Greensboro, NC, USA; Beacom College of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA",IEEE Access,"23 May 2025","2025","13","","87928","87940","Security-focused program testing typically focuses on crash detection and code coverage while overlooking additional system behaviors that can impact program confidentiality and availability. To address this gap, we propose a statistical framework that combines embedding-based anomaly detection, resource usage metrics, and resource-state distance measures to systematically profile software behaviors beyond traditional coverage-based methods. Leveraging over 5 million labeled samples from 50 Python programs, we evaluate how these independent scoring terms distinguish among different sources of input, including Large Language Model (LLM)-generated inputs, and demonstrate how standard statistical tests (e.g., Kolmogorov—Smirnov and Kendall’s  $\tau $ ) confirm their effectiveness. Our findings show that LLM-generated samples can trigger diverse behaviors but are often less effective at exploring resource usage dynamics (CPU, memory) compared with conventional fuzzing. However, combining LLM outputs with existing techniques broadens behavior coverage and reveals commonalities between commercial LLM outputs. We provide open-source tools for this evaluation framework, demonstrating the potential to refine software testing by integrating behavior metrics into security-testing workflows.","2169-3536","","10.1109/ACCESS.2025.3571205","U.S. Department of Energy Minority Serving Institutions Partnership Program (MSIPP); Savannah River National Laboratory under BSRA Contract(grant numbers:TOA0000525174CN1); MSIPP-Claflin(grant numbers:FM-MHP-0678-22-01-00); National Science Foundation(grant numbers:2131080,2200457,OIA-2242812,2234920,2305470); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11006641","Software profiling;program behavior analysis;fuzzing techniques;resource usage metrics;large language models;anomaly detection","Measurement;Software;Fuzzing;Testing;Memory management;Computer crashes;Codes;Anomaly detection;Python;Statistical analysis","","","","49","CCBY","19 May 2025","2025","","IEEE","IEEE Journals"
"Finetuning LLMs for Automatic Form Interaction on Web-Browser in Selenium Testing Framework","N. -K. Le; H. Nguyen; M. N. Nguyen; S. T. Luu; T. Vo; Q. M. Bui; S. Nomura; L. -M. Nguyen","Japan Advanced Institute of Science and Technology, Ishikawa, Japan; Japan Advanced Institute of Science and Technology, Ishikawa, Japan; Japan Advanced Institute of Science and Technology, Ishikawa, Japan; Japan Advanced Institute of Science and Technology, Ishikawa, Japan; Japan Advanced Institute of Science and Technology, Ishikawa, Japan; Amifiable Inc., Tokyo, Japan; Amifiable Inc., Tokyo, Japan; Japan Advanced Institute of Science and Technology, Ishikawa, Japan",2025 17th International Conference on Knowledge and System Engineering (KSE),"30 Dec 2025","2025","","","1","6","Automated web application testing is a critical component of modern software development, with frameworks like Selenium widely adopted for validating functionality through browser automation. Among the essential aspects of such testing is the ability to interact with and validate web forms, a task that requires syntactically correct, executable scripts with high coverage of input fields. Despite its importance, this task remains underexplored in the context of large language models (LLMs), and no public benchmark or dataset exists to evaluate LLMs on form interaction generation systematically. This paper introduces a novel method for training LLMs to generate high-quality test cases in Selenium, specifically targeting form interaction testing. We curate both synthetic and human-annotated datasets for training and evaluation, covering diverse real-world forms and testing scenarios. We define clear metrics for syntax correctness, script executability, and input field coverage. Our empirical study demonstrates that our approach significantly outperforms strong baselines, including GPT-4o and other popular LLMs, across all evaluation metrics. Our work lays the groundwork for future research on LLM-based web testing and provides resources to support ongoing progress in this area.","2694-4804","979-8-3315-8900-4","10.1109/KSE68178.2025.11309697","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11309697","Web application testing;Large language models;Form interaction automation","Training;Measurement;Software testing;Automation;Systematics;Large language models;Syntactics;Systems engineering and theory;Selenium;Testing","","","","18","IEEE","30 Dec 2025","6-8 Nov. 2025","6-8 Nov. 2025","IEEE","IEEE Conferences"
"Reality Bites: Assessing the Realism of Driving Scenarios with Large Language Models","J. Wu; C. Lu; A. Arrieta; T. Yue; S. Ali","Simula Research Laboratory, University of Oslo, Oslo, Norway; Simula Research Laboratory, University of Oslo, Oslo, Norway; Mondragon University, Mondragon, Spain; Beihang University, Beijing, China; Simula Research Laboratory, Oslo, Norway",2024 IEEE/ACM First International Conference on AI Foundation Models and Software Engineering (Forge) Conference Acronym:,"30 Jul 2024","2024","","","40","51","Large Language Models (LLMs) are demonstrating outstanding potential for tasks such as text generation, summarization, and classification. Given that such models are trained on a humongous amount of online knowledge, we hypothesize that LLMs can as-sess whether driving scenarios generated by autonomous driving testing techniques are realistic, i.e., being aligned with real-world driving conditions. To test this hypothesis, we conducted an empir-ical evaluation to assess whether LLMs are effective and robust in performing the task. This reality check is an important step towards devising LLM-based autonomous driving testing techniques. For our empirical evaluation, we selected 64 realistic scenarios from DeepScenario-an open driving scenario dataset. Next, by introducing minor changes to them, we created 512 additional realistic sce-narios, to form an overall dataset of 576 scenarios. With this dataset, we evaluated three LLMs (GPT-3.5, Llama2-13B, and Mistral-7B) to assess their robustness in assessing the realism of driving scenarios. Our results show that: (1) Overall, GPT- 3.5 achieved the highest robustness compared to Llama2-13B and Mistral-7B, consistently throughout almost all scenarios, roads, and weather conditions; (2) Mistral-7B performed the worst consistently; (3) Llama2-13B achieved good results under certain conditions; and (4) roads and weather conditions do influence the robustness of the LLMs.","","979-8-4007-0536-6","10.1145/3650105.3652296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10599585","Large Language Models;Realistic Driving Scenarios;Robustness","Terminology;Roads;Large language models;Robustness;Task analysis;Autonomous vehicles;Testing","","5","","58","","30 Jul 2024","14-14 April 2024","14-14 April 2024","IEEE","IEEE Conferences"
"Clozemaster: Fuzzing Rust Compiler by Harnessing Llms for Infilling Masked Real Programs","H. Gao; Y. Yang; M. Sun; J. Wu; Y. Zhou; B. Xu","State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","1422","1435","Ensuring the reliability of the Rust compiler is of paramount importance, given increasing adoption of Rust for critical systems development, due to its emphasis on memory and thread safety. However, generating valid test programs for the Rust compiler poses significant challenges, given Rust's complex syntax and strict requirements. With the growing popularity of large language models (LLMs), much research in software testing has explored using LLMs to generate test cases. Still, directly using LLMs to generate Rust programs often results in a large number of invalid test cases. Existing studies have indicated that test cases triggering historical compiler bugs can assist in software testing. Our investigation into Rust compiler bug issues supports this observation. Inspired by existing work and our empirical research, we introduce a bracket-based masking and filling strategy called clozeMask. The clozeMask strategy involves extracting test code from historical issue reports, identifying and masking code snippets with specific structures, and using an LLM to fill in the masked portions for synthesizing new test programs. This approach harnesses the generative capabilities of LLMs while retaining the ability to trigger Rust compiler bugs. It enables comprehensive testing of the compiler's behavior, particularly exploring edge cases. We implemented our approach as a prototype ClozeMaster. ClozeMaster has identified 27 confirmed bugs for rustc and mrustc, of which 10 have been fixed by developers. Furthermore, our experimental results indicate that ClozeMaster outperforms existing fuzzers in terms of code coverage and effectiveness.","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029729","Rust Compiler;fuzzing;large language model;bug detection","Codes;Large language models;Instruction sets;Computer bugs;Prototypes;Fuzzing;Syntactics;Safety;Reliability;Software engineering","","6","","69","IEEE","23 Jun 2025","26 April-6 May 2025","26 April-6 May 2025","IEEE","IEEE Conferences"
"Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation","Z. Jiang; M. Wen; J. Cao; X. Shi; H. Jin","Huazhong University of Science and Technology, Wuhan, China; Huazhong University of Science and Technology, Wuhan, China; The Hong Kong University of Science and Technology, Hong Kong, China; Huazhong University of Science and Technology, Wuhan, China; Huazhong University of Science and Technology, Wuhan, China",2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"29 Nov 2024","2024","","","1408","1420","Automatic testing has garnered significant attention and success over the past few decades. Techniques such as unit testing and coverage-guided fuzzing have revealed numerous critical software bugs and vulnerabilities. However, a long-standing, formidable challenge for existing techniques is how to achieve higher testing coverage. Constraint-based techniques, such as symbolic execution and concolic testing, have been well-explored and integrated into the existing approaches. With the popularity of Large Language Models (LLMs), recent research efforts to design tailored prompts to generate inputs that can reach more uncovered target branches. However, the effectiveness of using LLMs for generating such directed inputs and the comparison with the proven constraint-based solutions has not been systematically explored.To bridge this gap, we conduct the first systematic study on the mainstream LLMs and constraint-based tools for directed input generation with a comparative perspective. We find that LLMs such as ChatGPT are comparable to or even better than the constraint-based tools, succeeding in 43.40%-58.57% samples in our dataset. Meanwhile, there are also limitations for LLMs in specific scenarios such as sequential calculation, where constraint-based tools are in a position of strength. Based on these findings, we propose a simple yet effective method to combine these two types of tools and implement a prototype based on ChatGPT and constraint-based tools. Our evaluation shows that our approach can outperform the baselines by 1.4x to 2.3x relatively. We believe our study can provide novel insights into directed input generation using LLMs, and our findings are essential for future testing research.CCS Concepts• Software and its engineering → Automatic programming; Software testing and debugging.","2643-1572","979-8-4007-1248-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10765050","LLM;Symbolic Execution;Directed Input Generation","Computer languages;Systematics;Codes;Sensitivity;Large language models;Prototypes;Transforms;Chatbots;Software;Software engineering","","1","","65","","29 Nov 2024","27 Oct.-1 Nov. 2024","27 Oct.-1 Nov. 2024","IEEE","IEEE Conferences"
"Evaluating the Effectiveness of Large Language Models in Automated Unit Test Generation","T. Godage; S. Nimishan; S. Vasanthapriyan; V. Palanisamy; C. Joseph; S. Thuseethan","Sabaragamuwa University of Sri Lanka, Sri Lanka; University of Peradeniya, Sri Lanka; Sabaragamuwa University of Sri Lanka, Sri Lanka; Charles Darwin University, Australia; University of Southern Queensland, Australia; Charles Darwin University, Australia",2025 5th International Conference on Advanced Research in Computing (ICARC),"16 Apr 2025","2025","","","1","6","The increasing use of Artificial Intelligence (AI) in software development underscores the need to select suitable Large Language Models (LLMs) for automating software unit test generation. No prior work has been conducted to evaluate the performance of LLM in this domain. To address this gap, this study evaluates the effectiveness of four prominent LLMs—GPT-4, Claude 3.5, Command-R-08-2024 and Llama 3.1—in generating unit test cases. This study particularly aims to evaluate the performance of these models in real-world testing scenarios. Hence, 106 test cases from 23 test suites based on interviews with software experts and QA engineers are used to ensure relevance and comprehensiveness. These test cases are analyzed using JavaScript Engines Specification Tester (JEST) for code coverage and Stryker for mutation testing while adopting both quantitative and qualitative analysis. The findings reveal that Claude 3.5 consistently outperforms the other models against test success rate, statement coverage, and mutation score with the achieved accuracy of 93.33%, 98.01%, and 89.23% respectively. The results also provide insights into the capabilities of LLMs for automated unit test generation and their integration into the continuous software integration pipeline. Further, the findings authenticated the importance of systematically comparing LLMs for test case generation.","","979-8-3315-3098-3","10.1109/ICARC64760.2025.10962997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962997","large language models;software unit testing;test automation;mutation testing;javascript","Measurement;Accuracy;Large language models;Pipelines;Software;Test pattern generators;Standards;Optimization;Testing;Software development management","","3","","20","IEEE","16 Apr 2025","19-20 Feb. 2025","19-20 Feb. 2025","IEEE","IEEE Conferences"
